eco,description,stage,eco_on,effectivity_date,effectivity,create_date,last_updated_date
DA0752,Additional Cleaning Process Step for Encoder Ring for Hollow Motor,Implementation,product,,asap,2020-06-26 03:40:46.445282,2021-05-07 08:37:36.833188
DA0758,Use FW3244 through laser cal,New Deviation,product,,asap,2020-06-26 03:40:48.982983,2021-05-07 08:37:36.833188
DA0778,Goku 6 - Adding Skips to remove short range noise,New Deviation,product,,asap,2020-06-26 03:40:49.955867,2021-05-07 08:37:36.833188
DA0780,Failed 3% target test,New Deviation,product,,asap,2020-06-26 03:40:52.579086,2021-05-07 08:37:36.833188
DA1629,F2A process change -  Interpolating high resoultion,Closed,product,,asap,2020-07-07 00:58:14.542788,2021-05-07 08:37:36.833188
ECO1634, Global Accessories BoM,Closed,bom,,asap,2020-07-10 01:09:34.346070,2021-12-21 02:09:19.332708
DA1654,To Allow Shipping System1964 to Customer with  HFOV = 89.1 (Ch2),Closed,product,,asap,2020-08-06 03:38:01.042558,2022-05-19 06:42:54.382569
ECO0328, ESM - Fix saturation and allow frequency dependant limits,Closed,bom,,asap,2020-06-26 03:10:52.166823,2021-05-07 08:37:36.833188
ECO0774, Eye Safety Rig Update: Delete PTs & Update Report,Closed,bom,,asap,2020-06-26 03:38:37.745213,2022-11-22 00:12:56.759726
DA1655,To release two Systems of G5 15m Cable to Customer without Compliance Testing,Closed,product,,asap,2020-08-10 02:44:18.457571,2022-05-19 06:43:36.556250
DA1647,Allow use of Engine Top Heat Sink without supplier data,Closed,product,,asap,2020-07-31 02:22:43.319444,2022-05-27 06:03:13.296254
ECO1680, Update to LiDAR Calibration,Implementation,product,,asap,2020-09-20 22:46:00.555234,2021-05-07 08:37:36.833188
ECO1687, Release FW3694 + cal v.51 to Manufacturing - Sprint 2042,Implementation,product,,asap,2020-10-01 01:19:25.088353,2021-05-07 08:37:36.833188
ECO1690, Removing MZT from Engine Routing,Assessment @ Change Review Board,product,,asap,2020-10-06 23:07:04.982709,2021-05-07 08:37:36.833188
DA1692,To rework the thread of the screw hole on the  heat sink of E341,Implementation,product,,asap,2020-10-10 13:28:33.524251,2021-09-30 00:56:14.995659
ECO1681, Updating 600L/mm grating spec of AOI and -1 order reflection,Closed,product,,asap,2020-09-21 23:07:57.560965,2022-01-27 00:13:46.636831
ECO1662, Update dual-channel fibre array in goku 6 to 15mm long,Closed,product,,asap,2020-08-28 00:33:31.848637,2022-03-01 02:38:17.168814
ECO1685, clean metal LC connectors before use,Closed,product,,asap,2020-09-25 12:56:32.849898,2022-05-13 01:21:04.366480
DA1666,Release Lower Substructures for use in Production,Closed,product,,asap,2020-09-01 03:09:27.890814,2022-05-19 06:49:02.997154
ECO1699, To release APD-based ESM to production,Refused,product,,asap,2020-10-22 00:36:16.628292,2021-05-07 08:37:36.833188
DA1682,Quarantine Review of Mechanical Parts,Closed,product,,asap,2020-09-23 13:35:28.344841,2022-10-17 03:40:41.493201
ECO0499, EFT - Automate QCPs and Enable All Points Mode,Closed,bom,,asap,2020-06-26 03:20:48.800194,2022-11-22 00:26:03.991240
DA1708,Running production engines through Swamp laser cal in addition to current production laser cal,Closed,product,,asap,2020-11-09 01:23:35.345250,2021-05-07 08:37:36.833188
DA1712,To release retroreflectors without supplier data,Closed,product,,asap,2020-11-10 22:36:34.699956,2021-05-07 08:37:36.833188
DA1743,FMG units - Ship with reverse playtables,New Deviation,product,,asap,2021-01-11 01:53:17.761006,2021-05-07 08:37:36.833188
ECO1815, Update to ICFOV process,Closed,bom,,asap,2021-04-26 05:24:47.599259,2022-11-23 22:49:13.807057
ECO1915, Change Gohan PCBA to rev 015,Effective,product,,asap,2022-03-30 05:31:31.635697,2022-11-24 03:29:15.974669
DA1754,Continue building rev 37 Engines under rev 36 MOs,Closed,product,,asap,2021-02-03 05:35:20.837032,2021-05-07 08:37:36.833188
DA1728,Release 95m extension cable,Closed,product,,asap,2020-12-06 23:20:17.885939,2022-11-22 01:29:57.132966
DA1730,To use 1001203-001 with loctite instead of 1002216-001in the engine builds,Closed,product,,asap,2020-12-14 00:23:00.176797,2021-05-07 08:37:36.833188
ECO1732, Update the transmission efficiency spec of Goku Prism2,Closed,product,,asap,2020-12-15 00:11:32.380655,2022-01-27 00:13:20.911708
DA1738,To Add MZT to Engines Routings,Implementation,product,,asap,2021-01-06 05:11:08.866742,2021-05-07 08:37:36.833188
ECO1744, To Relax the Spec at ESM,Assessment @ Change Review Board,product,,asap,2021-01-12 23:32:42.367539,2021-05-07 08:37:36.833188
DA1753,Replacing ESM post EDFA with Waveoscope Test,New Deviation,product,,asap,2021-02-03 04:58:55.189044,2021-05-07 08:37:36.833188
ECO1740, Remove QCPs of internal fibre array 1-way insertion loss inspection,Closed,product,,asap,2021-01-08 03:51:43.926446,2022-01-27 00:22:49.203513
ECO0391, Goku 3 Hollow Motor - Magnet Ring Assembly Changes,Closed,bom,,date,2020-06-26 03:14:49.575558,2022-11-20 23:07:26.067057
ECO0499, EFT - Automate QCPs and Enable All Points Mode,Closed,bom,,asap,2020-06-26 03:20:48.800194,2022-11-22 00:26:03.991240
DA1766,Addition of Diamond Expanded Core Fibre Pigtails to the Tx of both Engine and Sensor Head,Closed,product,,asap,2021-02-16 23:53:07.063063,2021-05-07 08:37:36.833188
ECO1782, Addition of Diamond Expanded Core Fibre Pigtails to the Tx of both Engine and Sensor Head,Refused,product,,asap,2021-03-04 11:36:14.620757,2021-05-07 08:37:36.833188
DA1818,Release Goku windows that failed the transmission efficiency inspection to production,Closed,product,,asap,2021-04-30 00:52:23.102260,2022-05-19 06:03:47.630939
DA1809,Use FW3244 (instead of FW4046) on 6 engines during APD Cal,Closed,product,,asap,2021-04-12 00:31:01.656749,2021-05-07 08:37:36.833188
DA1817,To Release E406 (Failed ESM post- EDFA),Closed,product,,asap,2021-04-28 05:07:04.090660,2021-10-20 20:10:52.635401
ECO1789, Change customer cable from assembled connectors to moulded connectors,Closed,product,,asap,2021-03-14 23:02:51.590756,2021-12-14 03:15:01.820622
ECO1689, Update to LiDAR Connectorizing WI to Avoid Twisted Fibres,Closed,product,,asap,2020-10-06 01:29:17.347165,2021-09-22 11:09:12.915135
ECO1641, Increase PD @ 200m Spec from 10% to 30% PoD,Closed,product,,asap,2020-07-23 01:53:38.319717,2022-01-10 03:05:51.929511
ECO0425, Combine Intensity Calibration and PoD,Closed,bom,,asap,2020-06-26 03:17:00.720193,2021-05-07 08:37:36.833188
DA1824,To use 1007488-001-0000000126 (SH126) in LiFT,Closed,product,,asap,2021-05-06 03:36:08.163363,2022-05-19 06:07:52.831160
ECO1640, Goku 5 with 15 m Cables,Closed,product,,asap,2020-07-21 05:30:40.406703,2022-03-01 02:40:25.831592
ECO0775, Playtable changes to allow Range Folding,Closed,product,,asap,2020-06-26 03:38:42.053860,2021-12-21 02:08:53.996538
ECO0782, Rename VCT Playtables to Include VCT in the Actual Playtable Name,Closed,product,,asap,2020-06-26 03:38:52.330811,2021-12-21 02:09:05.739069
DA1656,To Release Hitachi RMA system 1933,Closed,product,,asap,2020-08-13 00:20:59.743428,2022-05-19 06:43:53.636044
ECO1660, Update EFT software to not to delete any playtables from the engine,Closed,product,,asap,2020-08-21 01:14:53.467562,2021-12-20 01:00:40.041598
DA1812,To use 1007488-001-0000000008 (SH8) in LiFT for Hitachi RMA,Closed,product,,asap,2021-04-16 00:00:44.787370,2022-05-19 06:06:46.217592
ECO1650, Remove 0 degree test from engine final test,Closed,product,,asap,2020-08-04 07:53:32.185362,2021-12-21 02:09:43.238307
DA1659,Sealing conduits in conduit gland for demo unit,Closed,product,,asap,2020-08-21 00:28:15.062412,2022-05-19 06:48:04.999777
ECO1649, Fortuna PCBA rev 036 into production,Closed,product,,asap,2020-08-03 02:34:33.473834,2022-05-27 05:08:58.429712
ECO1696, Replace Coaxial Core with Sled,Closed,product,,asap,2020-10-15 23:24:53.755335,2022-03-01 02:41:15.328801
ECO1697, Release FW3814 and LZC v3.0.53 to manufacturing,Closed,product,,asap,2020-10-19 03:46:02.590886,2021-12-21 02:09:56.932833
ECO1710, Change Angie firmware from FW3814 to FW3908.,Closed,product,,asap,2020-11-09 04:09:48.873087,2022-05-27 05:56:58.757270
ECO1751, Replace M5x40mm screws in Goku to security screws,Closed,product,,asap,2021-01-29 05:48:58.387474,2021-12-14 03:12:18.308839
ECO1736, TO Create Engine Subassembly and SH Transceiver Subassembly,Closed,product,,asap,2021-01-03 22:10:39.936683,2021-12-14 03:13:35.320580
DA1745,Use loose jacket 99.9% splitters in production,Closed,product,,asap,2021-01-18 06:04:04.300726,2022-05-27 06:04:38.416331
ECO1764, Goku Window Flatness Containment,Closed,product,,asap,2021-02-14 23:33:30.683104,2022-05-19 06:00:09.721294
DA1788,To Ship SYS2440 (E386+Sh110) to ITRI,Closed,product,,asap,2021-03-11 05:02:10.197277,2022-05-19 06:04:50.051285
ECO1773, Add 75% VCT playtables to the engines,Closed,product,,asap,2021-02-19 05:53:19.325735,2022-05-27 05:57:58.447249
DA1794,PCB #340 uprev from rev34 to rev37A,Closed,product,,asap,2021-03-19 02:31:20.894803,2022-05-19 06:05:27.174520
DA1719,To release E354 that failed normal LC/ESM but passed with Swamp FW,Closed,product,,asap,2020-11-23 21:02:54.697962,2022-11-22 01:29:12.556286
DA1795,To Ship SYS2011 (E387 SH69) to Frontier,Closed,product,,asap,2021-03-21 21:53:27.383506,2022-05-19 06:05:34.317756
DA1796,To use 1005770-001-0000000002 (SH2) in LiFT for US RMA,Closed,product,,asap,2021-03-22 23:36:17.691769,2022-05-19 06:05:40.506469
DA1797,"To use SYS2447 (E340, SH2) in LiFT for BD Demo",Closed,product,,asap,2021-03-24 05:20:13.706134,2022-05-19 06:05:45.416874
DA1802,To use E397 in LiFT (SYS2018 SH78) for Frontier,Closed,product,,asap,2021-03-30 23:55:27.865733,2022-05-19 06:06:01.835144
DA1808,To allow the use of 5 EDFA failing incoming inspections,Closed,product,,asap,2021-04-09 05:31:05.278174,2022-05-19 06:06:29.624167
DA0462,Replace the insulating Thermal pad behind the Gohan with Kapton tape,Closed,bom,,asap,2020-06-26 03:18:47.764606,2022-02-28 05:37:39.222691
ECO0710, Integrated Covers in Substructure/Stator to Reduce Contamination on Optics,New Change Request,bom,,asap,2020-06-26 03:34:47.870220,2022-07-06 04:14:44.576733
,To refuse: ECO0440: Testing minimum range at 10 cm during LiFT,Refused,bom,,asap,2020-06-26 03:17:58.330643,2021-05-07 08:37:36.833188
ECO0108, Rotating the spinning grating 90 degrees in hollow motor assembly,Closed,bom,,asap,2020-06-26 03:04:38.729726,2021-05-07 08:37:36.833188
DA0110,Use of incorrectly manufactured 1001379-002 Magnetic Backing plate,Closed,bom,,asap,2020-06-26 03:04:46.908607,2021-05-07 08:37:36.833188
ECO0307, Add hollow motor temperature screening test into production,Refused,bom,,asap,2020-06-26 03:09:27.905051,2021-05-07 08:37:36.833188
DA0074,Script modification for re-worked EDFAs,Closed,bom,,asap,2020-06-26 03:03:52.025429,2021-05-07 08:37:36.833188
DA0048,Application of two absorbing stickers on sensorhead window,Closed,bom,,asap,2020-06-26 03:01:28.850255,2021-05-07 08:37:36.833188
ECO0253, Addition of conduit assembly as splice protection to Goku 3 LIDAR system BoM,Closed,bom,,asap,2020-06-26 03:06:43.301998,2021-05-07 08:37:36.833188
DA0300, 2-D directivity of the SH147  failed,Closed,bom,,asap,2020-06-26 03:09:06.364544,2021-05-07 08:37:36.833188
,To refuse: ECO0348: Hollow motor with metric bearings and Han6 upgrade,Refused,bom,,date,2020-06-26 03:12:10.391935,2021-05-07 08:37:36.833188
ECO0395, Upgrading the Coaxial Rig,Closed,bom,,asap,2020-06-26 03:15:00.973953,2022-11-22 00:30:02.018933
DA0364,T): To allow the use of [1003796-001] COUPLER:MM-GI:95:5:900UM:NONE:0.5,Closed,bom,,asap,2020-06-26 03:13:03.124618,2021-05-07 08:37:36.833188
DA0369,Fastening Change of Hollow Motor Stator to Substructure,Refused,bom,,asap,2020-06-26 03:13:22.571017,2021-05-07 08:37:36.833188
ECO0372, Fastening Change of Hollow Motor Stator to Substructure,Closed,bom,,asap,2020-06-26 03:13:31.691148,2021-05-07 08:37:36.833188
,To refuse: ECO0484: Introduce New Signal Strength Measurement Process,Refused,bom,,asap,2020-06-26 03:19:52.420724,2021-05-07 08:37:36.833188
ECO0502, Fortuna-Lum rev 025 for narrow line-width TX (rev 024) and RX clamp (rev 025),Closed,bom,,asap,2020-06-26 03:21:05.664943,2021-05-07 08:37:36.833188
ECO0558, Improved Ability to Rework Substructures,Closed,bom,,asap,2020-06-26 03:25:09.966601,2021-05-07 08:37:36.833188
ECO0562, Remove the internal encoder shade,Closed,bom,,asap,2020-06-26 03:25:21.557557,2021-05-07 08:37:36.833188
DA0589,Contamination Containment - 3D printed ABS Transceiver Shield and Pre-baked Bearing,Closed,bom,,asap,2020-06-26 03:28:29.951305,2021-05-07 08:37:36.833188
ECO0651, To use pre-baked bearing and transceiver shield in Production,Closed,bom,,asap,2020-06-26 03:32:02.824148,2021-05-07 08:37:36.833188
ECO0661, To Clean O-rings with IPA before Putting It into SH,Closed,bom,,asap,2020-06-26 03:33:25.368502,2021-05-07 08:37:36.833188
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1778, Update QC Upload Process,New Change Request,bom,,asap,2021-03-02 23:17:27.371262,2022-07-06 04:14:44.576733
DA0400,Angeros Engine 200 to pass through Operation: [CL-0001] Code load,Closed,bom,,asap,2020-06-26 03:15:21.614377,2022-11-22 00:45:14.805348
DA0400,Angeros Engine 200 to pass through Operation: [CL-0001] Code load,Closed,bom,,asap,2020-06-26 03:15:21.614377,2022-11-22 00:45:14.805348
DA1816,Introduce Hollow Motor Magnet Ring Gauge,New Deviation,bom,,asap,2021-04-26 21:30:16.596036,2021-05-07 08:37:36.833188
DA1838,Change Eye Safety Spec to 8.3mW as per RK3 QA1741,Effective,bom,,asap,2021-06-02 04:06:34.093722,2022-09-23 00:49:28.257983
DA1838,Change Eye Safety Spec to 8.3mW as per RK3 QA1741,Effective,bom,,asap,2021-06-02 04:06:34.093722,2022-09-23 00:49:34.266969
DA1838,Change Eye Safety Spec to 8.3mW as per RK3 QA1741,Effective,bom,,asap,2021-06-02 04:06:34.093722,2022-09-23 00:49:40.902647
ECO0328, ESM - Fix saturation and allow frequency dependant limits,Closed,bom,,asap,2020-06-26 03:10:52.166823,2022-11-20 22:56:03.958253
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO0395, Upgrading the Coaxial Rig,Closed,bom,,asap,2020-06-26 03:15:00.973953,2022-11-22 00:30:02.018933
DA1838,Change Eye Safety Spec to 8.3mW as per RK3 QA1741,Effective,bom,,asap,2021-06-02 04:06:34.093722,2022-09-23 00:49:45.916458
DA0400,Angeros Engine 200 to pass through Operation: [CL-0001] Code load,Closed,bom,,asap,2020-06-26 03:15:21.614377,2022-11-22 00:45:14.805348
ECO1858, Update spec of Hollow Motor Acoustic Test,Pre-Implementation,bom,,asap,2021-07-19 01:59:38.908821,2022-09-20 01:07:53.034628
DA1838,Change Eye Safety Spec to 8.3mW as per RK3 QA1741,Effective,bom,,asap,2021-06-02 04:06:34.093722,2022-09-23 00:49:51.680729
DA1838,Change Eye Safety Spec to 8.3mW as per RK3 QA1741,Effective,bom,,asap,2021-06-02 04:06:34.093722,2022-09-23 00:49:56.782062
DA1838,Change Eye Safety Spec to 8.3mW as per RK3 QA1741,Effective,bom,,asap,2021-06-02 04:06:34.093722,2022-09-23 00:50:07.532918
DA0400,Angeros Engine 200 to pass through Operation: [CL-0001] Code load,Closed,bom,,asap,2020-06-26 03:15:21.614377,2022-11-22 00:45:14.805348
DA0400,Angeros Engine 200 to pass through Operation: [CL-0001] Code load,Closed,bom,,asap,2020-06-26 03:15:21.614377,2022-11-22 00:45:14.805348
ECO1858, Update spec of Hollow Motor Acoustic Test,Pre-Implementation,bom,,asap,2021-07-19 01:59:38.908821,2022-09-20 01:07:21.312776
ECO1858, Update spec of Hollow Motor Acoustic Test,Pre-Implementation,bom,,asap,2021-07-19 01:59:38.908821,2022-09-20 01:07:36.122885
ECO1858, Update spec of Hollow Motor Acoustic Test,Pre-Implementation,bom,,asap,2021-07-19 01:59:38.908821,2022-09-20 01:07:45.063415
ECO0774, Eye Safety Rig Update: Delete PTs & Update Report,Closed,bom,,asap,2020-06-26 03:38:37.745213,2022-11-22 00:14:44.748805
ECO1858, Update spec of Hollow Motor Acoustic Test,Pre-Implementation,bom,,asap,2021-07-19 01:59:38.908821,2022-09-20 01:07:59.636747
ECO1858, Update spec of Hollow Motor Acoustic Test,Pre-Implementation,bom,,asap,2021-07-19 01:59:38.908821,2022-09-20 01:08:06.368580
ECO1858, Update spec of Hollow Motor Acoustic Test,Pre-Implementation,bom,,asap,2021-07-19 01:59:38.908821,2022-09-20 02:03:06.050576
DA1834,Test Engines with Swamp Ratio Test,Closed,bom,,asap,2021-05-20 03:58:24.152088,2021-10-20 20:10:52.635401
DA0400,Angeros Engine 200 to pass through Operation: [CL-0001] Code load,Closed,bom,,asap,2020-06-26 03:15:21.614377,2022-11-22 00:45:14.805348
DA0401,Modify Production Routing to include Dynamic Range Rig for 3 engines,Closed,bom,,asap,2020-06-26 03:15:24.541648,2022-11-22 00:45:14.805348
DA0401,Modify Production Routing to include Dynamic Range Rig for 3 engines,Closed,bom,,asap,2020-06-26 03:15:24.541648,2022-11-22 00:45:14.805348
DA0401,Modify Production Routing to include Dynamic Range Rig for 3 engines,Closed,bom,,asap,2020-06-26 03:15:24.541648,2022-11-22 00:45:14.805348
ECO0395, Upgrading the Coaxial Rig,Closed,bom,,asap,2020-06-26 03:15:00.973953,2022-11-22 00:30:02.018933
DA1834,Test Engines with Swamp Ratio Test,Closed,bom,,asap,2021-05-20 03:58:24.152088,2022-11-22 00:38:09.875243
DA0401,Modify Production Routing to include Dynamic Range Rig for 3 engines,Closed,bom,,asap,2020-06-26 03:15:24.541648,2022-11-22 00:45:14.805348
DA0401,Modify Production Routing to include Dynamic Range Rig for 3 engines,Closed,bom,,asap,2020-06-26 03:15:24.541648,2022-11-22 00:45:14.805348
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-05-13 04:14:42.088708
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1771, LiFT Software Update - Heatmap and FOV Calculations,Closed,bom,,asap,2021-02-18 04:02:05.241181,2022-11-20 22:27:21.011680
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO0499, EFT - Automate QCPs and Enable All Points Mode,Closed,bom,,asap,2020-06-26 03:20:48.800194,2022-11-22 00:26:03.991240
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO0103, Engine Spectrum Measurement Software Update,Closed,bom,,asap,2020-06-26 03:04:30.556444,2021-05-07 08:37:36.833188
ECO1861, Move safety checks scripts to eye safety rig,Closed,bom,,asap,2021-07-23 05:18:28.836096,2022-11-20 22:27:21.011680
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO0499, EFT - Automate QCPs and Enable All Points Mode,Closed,bom,,asap,2020-06-26 03:20:48.800194,2022-11-22 00:26:03.991240
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1861, Move safety checks scripts to eye safety rig,Closed,bom,,asap,2021-07-23 05:18:28.836096,2022-11-20 22:27:21.011680
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO0500, Laser Calibration - Extend Reporting,Closed,bom,,asap,2020-06-26 03:20:54.044915,2022-11-22 00:26:03.991240
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1861, Move safety checks scripts to eye safety rig,Closed,bom,,asap,2021-07-23 05:18:28.836096,2022-11-20 22:27:21.011680
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1657, Release of Shipping Rig to Production,Closed,bom,,asap,2020-08-20 00:27:54.801232,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO0774, Eye Safety Rig Update: Delete PTs & Update Report,Closed,bom,,asap,2020-06-26 03:38:37.745213,2022-11-22 00:14:44.748805
ECO1861, Move safety checks scripts to eye safety rig,Closed,bom,,asap,2021-07-23 05:18:28.836096,2022-11-20 22:27:21.011680
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1651, Removal of Fitment Check by Supplier where a Golden Sample is required,Closed,bom,,asap,2020-08-05 05:29:06.100159,2022-11-22 00:12:56.759726
ECO1644, Introduce Batch Sampling for Goods Inwards Inspection,Closed,bom,,asap,2020-07-27 23:40:03.350484,2022-11-22 00:12:56.759726
ECO1644, Introduce Batch Sampling for Goods Inwards Inspection,Closed,bom,,asap,2020-07-27 23:40:03.350484,2022-11-22 00:12:56.759726
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:22:29.359660
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:22:35.361441
ECO1861, Move safety checks scripts to eye safety rig,Closed,bom,,asap,2021-07-23 05:18:28.836096,2022-11-20 22:27:21.011680
ECO1644, Introduce Batch Sampling for Goods Inwards Inspection,Closed,bom,,asap,2020-07-27 23:40:03.350484,2022-11-22 00:12:56.759726
