name,title,create_date,assigned_date,close_date,last_updated_date,tags
QA00216,Transceiver failed optimization,2020-06-26 05:05:25.205340,2018-11-14 00:11:02.000000,,2020-06-26 05:05:25.695046,Transceiver;RK1;Insertion Loss
QA00217,Internal Audit Planning & Logistics - Production planning sheet needs to be reviewed on a regular basis and data accuracy needs to be ensured,2020-06-26 05:05:25.900217,2018-11-14 22:52:06.000000,,2020-06-26 05:05:26.508190,Misc
QA00218,Internal Audit Planning & Logistics - Separate part code for uncoated lenses ,2020-06-26 05:05:26.770775,2018-11-15 00:22:04.000000,,2020-06-26 05:05:27.039950,Process;RK3;Misc
QA00219,APD efficiency spec 51% ,2020-06-26 05:05:27.428390,2018-11-15 05:56:16.000000,,2020-06-26 05:05:28.372767,RK2;Optics;Elec;Range;Top Assembly
QA00221,Halo on the point cloud with compressed 1000 play tables,2020-06-26 05:05:29.621766,2018-11-19 03:43:01.000000,,2020-06-26 05:05:30.473150,Engine;Pointcloud;LiFT;RK3
QA00222,This Engine Tx Channel 2 was down.,2020-06-26 05:05:30.827998,2018-11-19 03:47:46.000000,,2020-06-26 05:05:31.573328,LiFT;EDFA;Output Power;Engine;RK2
QA00223,High Insertion Loss Tx or Rx,2020-06-26 05:05:31.903145,2018-11-19 03:55:55.000000,,2020-06-26 05:05:32.368956,Insertion Loss;RK1;Sensorhead
QA00224,Failure to meet range at LiFT,2020-06-26 05:05:32.684732,2018-11-19 22:59:58.000000,,2020-06-26 05:05:33.426414,RK3;LiFT;Range
QA00225,Internal Audit - Procurement: Identification & Traceability,2020-06-26 05:05:33.688956,2018-11-20 22:51:03.000000,,2020-06-26 05:05:34.183575,RK1;Process;Misc
QA00226,Internal Audit - Procurement: Supplier Selection Criteria,2020-06-26 05:05:34.387337,2018-11-20 22:55:59.000000,,2020-06-26 05:05:34.646552,Misc
QA00227,Internal Audit - Procurement: NDA,2020-06-26 05:05:34.881169,2018-11-20 23:01:49.000000,,2020-06-26 05:05:35.695145,Vendor
QA00228,Unclear information in Magnetic Backing Plate Hollow Motor Part Drawing Revision 002,2020-06-26 05:05:36.010656,2018-11-21 02:40:25.000000,,2020-06-26 05:05:36.504533,RK1;Vendor;Hollow Motor
QA00229,Faraday rotators are not latched,2020-06-26 05:05:36.808324,2018-11-21 21:09:12.000000,,2020-06-26 05:05:37.302218,Hollow Motor;RK1;Optics
QA00230,The middle pin holes fro connecting lower and  upper substructures are not aligned,2020-06-26 05:05:37.558226,2018-11-26 01:00:40.000000,,2020-06-26 05:05:38.050366,Optics;Tolerance
QA00231,Faraday Rotator Spots and Scratch on surface,2020-06-26 05:05:38.378635,2018-11-26 01:19:54.000000,,2020-06-26 05:05:38.930630,Hollow Motor;RK1;Reliability
QA00232,Not all the parts have their inspection record and data in Odoo. ,2020-06-26 05:05:39.270724,2018-11-26 02:59:51.000000,,2020-06-26 05:05:39.528586,Misc;Process
QA00233,Not all the parts in the quarantine area have been given QA numbers. ,2020-06-26 05:05:39.755572,2018-11-26 03:05:45.000000,,2020-06-26 05:05:40.047103,Misc;RK1
QA00234,Foggy Sensorhead Window,2020-06-26 05:05:40.432162,2018-11-27 23:21:33.000000,2020-07-17 03:48:47.000000,2020-07-17 03:48:47.670983,Reliability;RK2;Sensorhead;Optics
QA00235,Incorrect PCB copper weight,2020-06-26 05:05:45.190877,,,2020-06-26 05:05:45.699403,Tolerance;Purchasing;Vendor;Elec
QA00236,RR Mirror damage,2020-06-26 05:07:37.159139,2018-11-28 22:01:56.000000,,2020-06-26 05:07:37.719842,Optics;RK1;Vendor
QA00237,GOHAN PCBA Shorting,2020-06-26 05:07:38.058562,2018-11-29 03:15:16.000000,,2020-06-26 05:07:38.676195,RK2;Reliability;Elec
QA00238,MOTOR SLOWS DOWN OVER COLD TEMPERATURE,2020-06-26 05:07:39.018936,,,2020-06-26 05:07:40.085955,Hollow Motor;RK2;Reliability
QA00239,Hollow motor issues from hot temperature test,2020-06-26 05:07:40.440852,,,2020-06-26 05:07:41.149466,Reliability;RK2;Hollow Motor;Contamination
QA00240,G3 2-way IL failed at F2A & IL test,2020-06-26 05:07:41.504982,2018-11-29 05:59:35.000000,,2020-06-26 05:07:45.830250,Insertion Loss;RK1;F2A
QA00241,Hollow motor magnet ring Out of Specification,2020-06-26 05:07:46.218082,2018-11-29 23:57:15.000000,,2020-06-26 05:07:46.718919,RK1;Hollow Motor;Vendor;Tolerance
QA00242,Wobble observed on Goku 3 sensorheads operating with Gohan FW99 ,2020-06-26 05:07:47.052081,2018-12-05 03:27:28.000000,,2020-06-26 05:07:48.167802,Pointcloud;Firmware;RK2;Sensorhead
QA00243,"When we do the LiFT, fiber break errors coming out.",2020-06-26 05:07:48.447340,2018-12-05 03:29:38.000000,,2020-06-26 05:07:48.933849,LiFT;Sensorhead;RK1;Error Code
QA00244,Screw Hole not Tapped,2020-06-26 05:07:49.237166,2018-12-05 04:33:40.000000,,2020-06-26 05:07:49.851522,Vendor;RK1
QA00245,STATOR screw holes are not tapped,2020-06-26 05:07:50.201199,2018-12-06 21:37:02.000000,,2020-06-26 05:07:50.585552,Hollow Motor;RK1;Vendor
QA00247,Internal Audit Maintenance & Calibration - Requirements regarding efficient working of equipment,2020-06-26 05:07:50.864352,2018-12-09 22:50:15.000000,2021-09-13 09:08:48.000000,2021-09-13 09:08:48.096596,RK2;Misc;Archive
QA00248,Internal Audit Maintenace & Calibration - Incomplete maintenance history in Odoo,2020-06-26 05:07:52.288416,2018-12-09 22:53:52.000000,,2020-06-26 05:07:52.852226,Misc;RK2
QA00249,ROTOR screw hole is not tapped,2020-06-26 05:07:53.187062,2018-12-10 05:40:53.000000,,2020-06-26 05:07:53.587393,Vendor;RK1
QA00250,Missing User Manual from BoM attachment / specification,2020-06-26 05:07:53.844285,2018-12-12 05:10:32.000000,,2020-06-26 05:07:54.397194,Misc;RK2
QA00251,Goku 3 failed cold start at -10degC ,2020-06-26 05:07:54.777377,2018-12-12 20:57:35.000000,,2020-06-26 05:07:57.566861,Reliability;RK3;Hollow Motor;Sensorhead
QA00252,Window High 2-way IL ,2020-06-26 05:07:57.896221,2018-12-13 00:14:09.000000,,2020-06-26 05:07:59.017719,Sensorhead;Insertion Loss;Optics
QA00253,Lens damaged,2020-06-26 05:07:59.324382,2018-12-14 05:03:04.000000,,2020-06-26 05:07:59.822305,Operator;RK1;Optics
QA00254,Side Mode Suppression Measurements Pre EDFA - Reports Corrupted,2020-06-26 05:08:00.308932,2018-12-19 02:33:43.000000,,2020-06-26 05:08:01.304472,SMSR;EDFA
QA00255,Error 1104 on a unit at LiFT,2020-06-26 05:08:01.828616,2018-12-24 01:57:06.000000,,2020-06-26 05:08:02.692373,LiFT;Error Code;RK1
QA00256,Design and Development Controls (Clause 8.3.4),2020-06-26 05:08:02.963316,2018-12-24 02:43:50.000000,2021-09-13 09:09:40.000000,2021-09-13 09:09:40.092005,RK1;Archive;Misc
QA00257,Competence (Clause 7.2),2020-06-26 05:08:04.719788,2018-12-24 03:03:40.000000,,2020-06-26 05:08:05.592568,Misc;RK1
QA00258,"Control of Externally Provided Processes, Products and Services (Clause 8.4)",2020-06-26 05:08:05.825001,2018-12-24 03:13:24.000000,,2020-06-26 05:08:06.589981,RK1;Vendor
QA00259,Hollow Motor bearing grease leak,2020-06-26 05:08:07.020649,2018-12-24 04:10:10.000000,,2020-06-26 05:08:07.671256,RK1;Hollow Motor;Contamination
QA00262,This SH has wobble,2020-06-26 05:08:09.875622,2018-12-28 22:52:04.000000,,2020-06-26 05:08:10.532159,RK2;Firmware;Pointcloud;Sensorhead
QA00263,This engine gives fiber break error while there is no such fiber break,2020-06-26 05:08:10.864657,2018-12-28 22:54:32.000000,,2020-06-26 05:08:12.707398,Error Code;Sensorhead;LiFT
QA00264,This SH does not give us a good and nice point cloud,2020-06-26 05:08:13.145664,2018-12-28 22:59:13.000000,,2020-06-26 05:08:13.793800,Pointcloud;Sensorhead;RK2
QA00265,Bearings not moving smoothly,2020-06-26 05:08:14.221064,2019-01-07 02:44:11.000000,,2020-06-26 05:08:14.882452,RK1;Hollow Motor;Vendor
QA00266,Non uniform thickness of hollow motor magnet ring,2020-06-26 05:08:15.336451,2019-01-07 02:55:45.000000,,2020-06-26 05:08:15.988179,RK1;Tolerance;Vendor;Hollow Motor
QA00267,Anti-Tamper Stickers not present,2020-06-26 05:08:16.383013,2019-01-10 00:13:46.000000,,2020-06-26 05:08:17.140558,Engine;Misc;RK2
QA00268,findings from solar radiation test,2020-06-26 05:08:17.513962,,,2020-06-26 05:08:21.190285,Reliability;RK1;Sensorhead
QA00269,Cloudy Prism 2,2020-06-26 05:08:21.588185,2019-01-10 20:53:38.000000,,2020-06-26 05:08:22.591687,F2A;Insertion Loss;Optics
QA00270,Coax Stuck in Lower Substructure,2020-06-26 05:08:22.940036,2019-01-11 00:35:21.000000,,2020-06-26 05:08:23.920207,Transceiver;Optics
QA00271,Spring effect on manual spinning HM after assembled onto substructure,2020-06-26 05:08:24.275630,2019-01-14 03:56:07.000000,,2020-06-26 05:08:24.812335,RK1;Hollow Motor
QA00272,Contaminated optical components,2020-06-26 05:08:25.255588,2019-01-16 01:19:08.000000,,2020-06-26 05:08:31.001361,Optics;RK3;Directivity;Contamination
QA00273,Engine 102 dead during the LiFT,2020-06-26 05:08:31.384490,2019-01-18 08:42:58.000000,,2020-06-26 05:08:32.482825,RK2;LiFT
QA00274,Point cloud is shaking of this SH,2020-06-26 05:08:32.921698,2019-01-18 08:53:38.000000,,2020-06-26 05:08:33.916481,LiFT;Pointcloud;RK2;Sensorhead
QA00275,Rotors out of spec,2020-06-26 05:08:34.401984,2019-01-21 04:43:08.000000,,2020-06-26 05:08:34.967494,Vendor;RK1;Hollow Motor;Tolerance
QA00277,Hollow motor stopped after few hours spinning,2020-06-26 05:08:36.427784,2019-01-29 22:32:20.000000,,2020-06-26 05:08:37.204492,Hollow Motor;RK1;Mech
QA00278,Non threaded screw holes,2020-06-26 05:08:37.555179,2019-01-30 23:47:54.000000,,2020-06-26 05:08:38.101302,Vendor;RK1
QA00279,Noisy hollow motor from LiFT,2020-06-26 05:08:38.568405,2019-01-31 01:08:33.000000,,2020-06-26 05:08:39.236380,Audible Noise;RK1;Hollow Motor;Sensorhead;LiFT
QA00280,Laser Calibration rig over due 1 day for calibration,2020-06-26 05:08:39.490769,2019-01-31 02:13:41.000000,,2020-06-26 05:08:40.194763,Work Centre;RK1;Laser Calibration
QA00281,2-D Spinning Directivity Test Failed,2020-06-26 05:08:40.613443,2019-01-31 02:47:23.000000,,2020-06-26 05:08:41.489557,Directivity;RK1;Sensorhead
QA00282,Fortuna Rev6 mod1 PCB lost elec communication after final assembly,2020-06-26 05:08:41.962531,2019-01-31 21:38:15.000000,,2020-06-26 05:08:43.064970,Comms;MZ Tuning;RK1;Engine
QA00283,EDFA Failure,2020-06-26 05:08:43.494299,2019-02-04 00:59:02.000000,,2020-06-26 05:08:44.154217,EDFA;Error Code;Output Power;RK1;LiFT
QA00284,Raining data gives us poor range performance,2020-06-26 05:08:44.609329,2019-02-04 02:09:51.000000,,2020-06-26 05:08:45.433524,Range;RK2;LiFT
QA00285,The impedance value of Engine PPS has failed,2020-06-26 05:08:45.906904,2019-02-11 02:58:56.000000,,2020-06-26 05:08:47.435951,Engine;RK2;Comms
QA00286,Scratch on Window Surface,2020-06-26 05:08:47.766929,,,2020-06-26 05:08:48.442002,RK1
QA00287,Replace PTFE bearing hollow motor with Mobile28 bearing hollow motor (NIO),2020-06-26 05:08:48.793663,2019-02-12 07:52:01.000000,,2020-06-26 05:08:49.562489,RK1
QA00288,Engine 154 FPGA damaged,2020-06-26 05:08:49.943128,2019-02-13 02:58:06.000000,,2020-06-26 05:08:50.617003,Engine;Comms;Elec
QA00289,O-rings changing shape after being exposed to high temperature/high humidity,2020-06-26 05:08:51.020409,,,2020-06-26 05:08:51.680250,RK1;Sensorhead;Reliability
QA00290,"Reversed prism, bracket and clamp no longer used in MFG",2020-06-26 05:08:52.033802,2019-02-14 03:27:02.000000,,2020-06-26 05:08:52.736341,RK1;Misc
QA00291,Cannot run EFT due to laser power low after MZT,2020-06-26 05:08:53.131774,2019-02-18 04:26:37.000000,,2020-06-26 05:08:53.886656,Output Power;Engine;MZ Tuning;RK1
QA00292,Dark Cars Invisible,2020-06-26 05:08:54.218870,,,2020-06-26 05:08:55.270230,Directivity
QA00293,Calibration Variability and Lack of Repeatability,2020-06-26 05:08:55.620233,,,2020-06-26 05:08:56.602890,Process;Reliability
QA00294,Missing Ground Returns,2020-06-26 05:08:56.975841,,,2020-06-26 05:08:58.222041,Pointcloud;Directivity;RK2
QA00296,Ring Created in Point Cloud When Temperature Decreases,2020-06-26 05:08:58.647112,,,2020-06-26 05:08:59.632793,RK2;Pointcloud Noise
QA00297,Consistent fibre burns,2020-06-26 05:09:00.014451,,,2020-06-26 05:09:00.716262,Operator;RK2;Reliability
QA00298,Motor Speed Lower Limit Unreachable,2020-06-26 05:09:01.146068,,,2020-06-26 05:09:02.271923,RK2;Hollow Motor;Sensorhead
QA00299,PPS Produced by Goku 3 is Not Meeting Specification,2020-06-26 05:09:02.664801,,,2020-06-26 05:09:03.344114,RK2;Comms;Firmware
QA00300,Playtable switching cannot occur at Specified 1ms intervals (CES),2020-06-26 05:09:03.792039,,,2020-06-26 05:09:04.684080,Firmware;RK2;Engine
QA00301,YOFC damaged by region playtables,2020-06-26 05:09:05.173096,2019-02-20 05:45:47.000000,,2020-06-26 05:09:06.071213,EDFA;RK1
QA00302,Sensorhead Sealing Failure,2020-06-26 05:09:06.578629,2019-02-16 23:26:13.000000,,2020-06-26 05:09:07.606392,Reliability;Mech;RK1;Sensorhead
QA00303,Noisy hollow motor,2020-06-26 05:09:08.132174,,,2020-06-26 05:09:08.789295,Hollow Motor;Audible Noise;RK1;Sensorhead
QA00304,Graded Index Fibre Arrays failing 2-Way IL,2020-06-26 05:09:09.242854,,,2020-06-26 05:09:09.903408,RK1;Transceiver
QA00305,Coax can't screw in lower substructure,2020-06-26 05:09:10.289956,2019-02-24 21:50:44.000000,,2020-06-26 05:09:10.856931,Tolerance;Transceiver
QA00306,Not possible to trace current released assembly,2020-06-26 05:09:11.271694,,,2020-06-26 05:09:11.928940,Misc;RK1;Process
QA00307,High 2-way IL on SH-150-GI,2020-06-26 05:09:12.458766,,,2020-06-26 05:09:13.672198,Vendor;Optics;RK1;Sensorhead
QA00308,2 Way- il Failed at F2A after seal test.,2020-06-26 05:09:14.082567,2019-02-26 00:35:24.000000,,2020-06-26 05:09:15.118620,Sensorhead;RK1
QA00309,E167 requires unusually fast acquisition delay,2020-06-26 05:09:15.591375,2019-02-27 00:06:43.000000,,2020-06-26 05:09:16.812944,Misc;RK1;Engine
QA00310,2 Way- il Failed at F2A,2020-06-26 05:09:17.168547,,,2020-06-26 05:09:17.930571,RK1
QA00311,Inconsistencies in FOV tested and used in the pointcloud.,2020-06-26 05:09:18.334524,,,2020-06-26 05:09:18.991970,F2A;FOV;Directivity;RK2
QA00312,E168 failed MZ tuning,2020-06-26 05:09:19.374101,,,2020-06-26 05:09:20.253641,Engine;MZ Tuning
QA00313,FTA fail,2020-06-26 05:09:20.668294,2019-02-28 03:32:19.000000,,2020-06-26 05:09:21.327981,F2A;Insertion Loss
QA00314,2 Way- il Failed at F2A,2020-06-26 05:09:21.753749,,,2020-06-26 05:09:22.521630,F2A;RK1;Insertion Loss
QA00315,Ch2 on EDFA not turning on,2020-06-26 05:09:22.896456,,,2020-06-26 05:09:24.802854,RK1;EDFA;MZ Tuning
QA00316,2 Way- il Failed at F2A,2020-06-26 05:10:23.234376,,,2020-06-26 05:10:23.890452,F2A;RK1;Insertion Loss
QA00317,SH 148 Wobble observed at  LiFT,2020-06-26 05:10:24.317642,2019-03-04 03:10:08.000000,,2020-06-26 05:10:24.317642,Sensorhead;RK1;Pointcloud Noise
QA00318,2 Way- il Failed at F2A,2020-06-26 05:10:47.244549,,,2020-06-26 05:10:47.887213,F2A;RK1;Insertion Loss
QA00319,Cores failing directivity,2020-06-26 05:10:53.237420,,,2020-06-26 05:10:53.981003,Directivity;Transceiver
QA00320,2 Way- il Failed at F2A,2020-06-26 05:10:54.403942,,,2020-06-26 05:10:55.083895,F2A;RK1;Insertion Loss
QA00321,Loss of communications with the engine for the PC,2020-06-26 05:10:55.428174,2019-03-05 13:00:00.000000,,2020-06-26 05:10:56.503293,Comms;RK1
QA00322,Grating-1(1000812-006-0000000656),2020-06-26 05:10:56.944828,,,2020-06-26 05:10:57.579000,Optics;Contamination;RK2
QA00323,SH157 failed FTA,2020-06-26 05:10:57.990698,2019-03-07 21:01:34.000000,,2020-06-26 05:10:58.642361,F2A;RK1;Insertion Loss
QA00324,SH 161 failed 2D directivity,2020-06-26 05:10:59.039162,2019-03-07 21:39:38.000000,,2020-06-26 05:10:59.685205,RK1;Directivity
QA00325,Engine fail  due to signal dropped @ EFT channel 1,2020-06-26 05:11:00.048442,2019-03-07 21:53:48.000000,,2020-06-26 05:11:01.192667,Link Budget
QA00326,Bearing Broken,2020-06-26 05:11:01.584646,2019-03-07 21:48:23.000000,,2020-06-26 05:11:02.942157,Vendor;Hollow Motor
QA00327,SH 161 failed FTA,2020-06-26 05:11:03.410469,2019-03-07 21:50:44.000000,,2020-06-26 05:11:04.070078,Insertion Loss;F2A;RK1
QA00328,Replaced SI PBS to GI PBS fibre array,2020-06-26 05:11:04.427773,2019-03-08 02:24:45.000000,,2020-06-26 05:11:05.279667,Misc;RK1
QA00329,Directivity failed,2020-06-26 05:11:05.682991,,,2020-06-26 05:11:06.360696,RK1;Directivity
QA00330,E172 could't finish EFT with 3 temp test,2020-06-26 05:11:06.727190,2019-03-11 02:52:22.000000,,2020-06-26 05:11:08.390974,Link Budget;Engine
QA00331,2D-DIRECTIVITY /AFTER SEAL TEST,2020-06-26 05:11:08.789849,,,2020-06-26 05:11:09.443513,RK1;Directivity
QA00332,SH162 failed 2D DT test,2020-06-26 05:11:09.831747,,,2020-06-26 05:11:10.523077,Directivity
QA00333,SH 162 failed FTA,2020-06-26 05:11:10.927580,,,2020-06-26 05:11:11.792947,F2A;Insertion Loss
QA00334,1 playtable failed @ Laser Calibration Rig E177,2020-06-26 05:11:12.245470,2019-03-13 21:53:37.000000,,2020-06-26 05:11:12.995924,Laser Calibration;Engine
QA00335,Contamination on optical components,2020-06-26 05:11:13.408371,2019-03-15 05:50:15.000000,,2020-06-26 05:11:14.128480,Optics;Contamination
QA00336,Pointcloud time stamps jump repeatedly when gps connected to engine,2020-06-26 05:11:14.568526,,,2020-06-26 05:11:15.222338,Elec;RK1;Misc
QA00337,Sensor head mount could be improved,2020-06-26 05:11:15.635811,,,2020-06-26 05:11:16.417972,RK1;Sensorhead
QA00338,Engine REST interface sometimes takes a long time to respond,2020-06-26 05:11:47.625752,,,2020-06-26 05:11:48.182526,Comms;Engine;RK1
QA00339,Fail Link Budget between  193.5 and 193.9 Thz,2020-06-26 05:11:48.611237,2019-03-18 21:31:36.000000,2021-09-13 09:10:22.000000,2021-09-13 09:10:22.619476,RK1;Archive;Link Budget;Engine
QA00340,Top Heat Sink it has broken threads,2020-06-26 05:11:50.014464,2019-03-18 21:38:02.000000,,2020-06-26 05:11:50.737579,Tolerance;Top Assembly;Vendor
QA00341,High IL on GI fibre array,2020-06-26 05:11:51.173216,2019-03-20 23:29:31.000000,,2020-06-26 05:11:51.840348,Insertion Loss;RK1;Optics
QA00342,Wobble at LiFT,2020-06-26 05:11:52.295292,2019-03-21 04:41:57.000000,,2020-06-26 05:11:53.425451,LiFT;Pointcloud Noise;RK1;Sensorhead
QA00343,Hollow motor fail screening test @ -40deg,2020-06-26 05:11:53.789670,2019-03-22 00:33:33.000000,,2020-06-26 05:11:54.572027,Hollow Motor;RK2
QA00344,F2A 2way ILfailed,2020-06-26 05:11:55.011234,,,2020-06-26 05:11:55.982165,F2A;RK1;Insertion Loss
QA00345,SH 167 failed 2D directivity,2020-06-26 05:11:56.392458,,,2020-06-26 05:11:57.442738,RK1;Directivity
QA00346,SH 167 marginally failed FTA,2020-06-26 05:11:57.865818,2019-03-26 00:05:57.000000,,2020-06-26 05:11:58.522699,Insertion Loss;RK1;F2A
QA00347,PCB can't start Code Load,2020-06-26 05:11:58.923148,2019-03-26 01:09:47.000000,,2020-06-26 05:11:59.496668,Elec
QA00348,2 Way- il Failed at F2A,2020-06-26 05:11:59.924533,,,2020-06-26 05:12:00.713245,Insertion Loss;F2A;RK1
QA00349,Goku 3 failing 2D directivity Spec,2020-06-26 05:12:01.187265,,,2020-06-26 05:12:03.056227,RK1;Sensorhead;Directivity
QA00350,Audibly Noisy Sensorhead,2020-06-26 05:12:03.538308,2019-03-27 03:54:45.000000,,2020-06-26 05:12:06.036317,Audible Noise;Hollow Motor;RK3
QA00351,FA Jacket broken,2020-06-26 05:12:06.395342,,,2020-06-26 05:12:07.246589,Vendor;RK1
QA00352,SH168 F2A 2way IL failed,2020-06-26 05:12:07.653507,2019-03-30 00:47:26.000000,,2020-06-26 05:12:08.668714,Insertion Loss;Sensorhead
QA00353,Replaced new fiber array,2020-06-26 05:12:09.105550,,,2020-06-26 05:12:10.210834,F2A;RK1;Insertion Loss
QA00354,ESM Measurement Innacuracy,2020-06-26 05:12:10.573222,2019-04-02 23:16:44.000000,,2020-06-26 05:12:11.957447,ESM
QA00355,SH 150 failed 2_way IL in horizontal box,2020-06-26 05:12:12.395089,2019-04-03 23:59:23.000000,,2021-02-12 04:15:41.306364,F2A;RK1;Insertion Loss
QA00356,Issues found in FIELD KITT project (sensorheads),2020-06-26 05:12:13.506066,,,2020-06-26 05:12:17.323749,Reliability
QA00357,SH175 failed 2D DT,2020-06-26 05:12:17.818136,,,2020-06-26 05:12:18.484911,RK1;Sensorhead;Directivity
QA00358,SH171 failed 2D DT,2020-06-26 05:12:18.922038,2019-04-08 01:16:31.000000,,2020-06-26 05:12:19.583712,RK1;Directivity;Sensorhead
QA00359,SH 178 failed FTA,2020-06-26 05:12:20.021845,2019-04-09 22:23:27.000000,,2020-06-26 05:12:20.679201,F2A;RK1;Insertion Loss
QA00360,Spinning Grating	1001336-002-0000000142,2020-06-26 05:12:21.039283,,,2020-06-26 05:12:22.071612,RK1;Directivity
QA00361,SH180 failed FTA,2020-06-26 05:12:22.507296,2019-04-11 21:43:24.000000,,2020-06-26 05:12:23.285645,Insertion Loss;F2A;RK1
QA00363,Directivity failed,2020-06-26 05:12:24.642121,,,2020-06-26 05:12:25.299925,RK1;Directivity
QA00364,Loss in range performance.,2020-06-26 05:12:25.778805,2019-04-10 01:13:49.000000,,2020-06-26 05:12:27.307884,LiFT;Range;RK2;Firmware
QA00365,Loss in range performance.,2020-06-26 05:12:27.714297,2019-04-10 01:18:14.000000,,2020-06-26 05:12:29.172329,LiFT;Range;RK2
QA00366,,2020-06-26 05:12:29.578083,2019-04-17 03:32:24.000000,,2020-06-26 05:12:30.294631,Vendor;Tolerance;RK1
QA00367,2 Way- il Failed at F2A,2020-06-26 05:12:30.735918,,,2020-06-26 05:12:31.400017,RK1;Insertion Loss;F2A
QA00368,SH 169 Wobble at LiFT,2020-06-26 05:12:31.855387,2019-04-17 05:41:23.000000,,2020-06-26 05:12:32.623075,Pointcloud;RK1;Sensorhead;LiFT
QA00369,SH 170 Shaking pointcloud at LiFT,2020-06-26 05:12:33.089661,2019-04-17 05:52:39.000000,,2020-06-26 05:12:33.868289,Pointcloud;RK1;LiFT;Sensorhead
QA00370,SH139 has a noisy motor with oil leakage.,2020-06-26 05:12:34.346662,2019-04-17 23:43:05.000000,,2020-06-26 05:12:35.015848,Contamination;Audible Noise;Hollow Motor;Sensorhead;Optics
QA00371,Uncorrelated LiFT results between POD and number of points on Target,2020-06-26 05:12:35.426938,2019-04-29 23:57:32.000000,,2020-06-26 05:12:36.619397,RK2;LiFT;Range
QA00372,,2020-06-26 05:12:37.056541,,,2020-06-26 05:12:37.718180,Optics;RK1;Contamination
QA00373,,2020-06-26 05:12:38.149718,,,2020-06-26 05:12:38.855109,RK1;Contamination;Optics
QA00374,,2020-06-26 05:12:39.239018,2019-04-30 23:49:24.000000,,2020-06-26 05:12:39.794591,Vendor;Tolerance
QA00375,,2020-06-26 05:12:40.300445,,,2020-06-26 05:12:40.862976,RK1;Hollow Motor;Vendor;Tolerance
QA00376,,2020-06-26 05:12:41.333804,2019-05-01 00:12:08.000000,,2020-06-26 05:12:41.900654,Vendor;Tolerance
QA00377,,2020-06-26 05:12:42.338300,,,2020-06-26 05:12:43.106365,Tolerance;Vendor;RK1
QA00378,,2020-06-26 05:12:43.558972,,,2020-06-26 05:12:44.234728,RK1;Tolerance;Vendor
QA00379,,2020-06-26 05:12:44.681948,,,2020-06-26 05:12:45.275336,RK1;Vendor;Tolerance
QA00380,,2020-06-26 05:12:45.717930,,,2020-06-26 05:12:46.269891,RK1;Tolerance;Vendor
QA00381,Lack of incoming inspection data for motor components,2020-06-26 05:12:46.581916,,,2020-06-26 05:12:47.353515,Misc;Hollow Motor
QA00382,,2020-06-26 05:12:47.766299,2019-05-02 01:53:48.000000,,2020-06-26 05:12:48.312627,Misc
QA00383,Deformed optical fibre caused by cable glands,2020-06-26 05:12:48.714596,,,2020-06-26 05:12:52.541971,Reliability;RK1;Sensorhead
QA00384,Lens,2020-06-26 05:12:52.956791,2019-05-03 01:52:16.000000,,2020-06-26 05:12:53.520352,Vendor
QA00385,Process Spec backwards compatability issues.,2020-06-26 05:12:53.884208,2019-05-02 14:00:00.000000,,2020-06-26 05:12:54.777177,Work Centre;RK2;Process;Misc
QA00386,EDFA of E#200 lost communication while Eye Safety Test was  running.,2020-06-26 05:12:55.226079,2019-05-03 03:56:07.000000,,2020-06-26 05:12:55.887189,Work Centre;RK1;EDFA;Engine;Eye Safety
QA00387,Optical Contamination During Grating Assembly in Production,2020-06-26 05:12:56.271936,2019-05-02 23:43:47.000000,,2020-06-26 05:12:57.686268,RK2;Contamination;Optics
QA00388,,2020-06-26 05:12:58.074166,2019-05-07 01:31:45.000000,,2020-06-26 05:12:58.855154,Tolerance
QA00389,Directivity Test Rig incorrect reading after morning calibration,2020-06-26 05:12:59.214522,2019-05-08 02:31:23.000000,2021-09-13 09:12:07.000000,2021-09-13 09:12:07.254844,Archive;Work Centre;Goku 3
QA00390,PPS chip might be damaged on E#187,2020-06-26 05:13:00.847928,2019-05-08 03:51:55.000000,,2020-06-26 05:13:01.522009,Engine;Elec;Work Centre;Comms
QA00392,SMSR fail @ Laser Spectrum with EDFA.,2020-06-26 05:13:02.042173,2019-05-02 22:24:18.000000,,2020-06-26 05:13:02.723989,SMSR;Engine;ESM;RK1
QA00393,Backing plate burrs causing out of spec,2020-06-26 05:13:03.159484,2019-05-09 14:00:00.000000,,2020-06-26 05:13:03.958512,RK1;Hollow Motor
QA00394,,2020-06-26 05:13:04.377593,2019-05-13 01:24:59.000000,,2020-06-26 05:13:04.936588,Tolerance;RK1;Vendor
QA00395,Stator-Circularity and Diameter OOT,2020-06-26 05:13:05.354129,2019-05-14 01:44:21.000000,,2020-06-26 05:13:05.912121,Hollow Motor
QA00396,Diameter is out of tolerance,2020-06-26 05:13:06.373912,2019-05-14 02:22:49.000000,,2020-06-26 05:13:06.937199,RK1;Hollow Motor
QA00397,Stator-Circularity and Diameter OOT,2020-06-26 05:13:07.540337,2019-05-14 03:11:32.000000,,2020-06-26 05:13:08.111975,RK1;Hollow Motor
QA00398,Rotors - OOT,2020-06-26 05:13:08.563690,2019-05-14 04:01:01.000000,,2020-06-26 05:13:09.133254,Hollow Motor;RK1
QA00399,Rotors -OOT,2020-06-26 05:13:09.610233,2019-05-14 04:25:15.000000,,2020-06-26 05:13:10.227332,Hollow Motor;RK1
