po_id,po_reference,order_date,contractual_date,updated_date,scheduled_date,due_date,total_amount,taxed_amount,untaxed_amount,paid_amount,unpaid_amount,paid_amount_aud,currency_rate,currency,payment,po_status,vendor_reference,expense_type,receipt_count,vendor_name,requested_by,created_by,updated_by,department,received,payment_terms,purchasetype
2650,PO06649,2021-12-09 01:27:18.000000,2022-01-08 01:27:18.000000,2022-02-11 10:59:38.447029,2021-12-21 01:28:55.000000,2022-01-20,380.38,34.58,345.8,380.38,0.0,380.38,AUD,1.0,Paid,purchase,Order online using trade account,non_capital,0,Element14 Pty Ltd,Jamie Ball,Jamie Ball,OdooBot,R018 - Engineering - PMO,yes,30.0,Expense
1132,PO05131,2021-04-15 05:02:14.000000,2021-04-15 05:02:14.000000,2022-02-11 10:59:38.447029,2021-04-29 05:05:07.000000,2021-04-29,910.15,85.63,824.52,910.15,0.0,910.15,AUD,1.0,Paid,purchase,Buy online,non_capital,0,Reflex Equip,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,0.0,Not Specified
306,PO04305,2020-10-14 00:06:07.000000,2020-11-13 00:06:07.000000,2022-02-11 10:59:38.447029,2020-10-28 00:06:07.000000,2020-11-27,168.85,15.35,153.5,168.85,0.0,168.85,AUD,1.0,Paid,purchase,,non_capital,0,Lapp Australia Pty Ltd,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
2336,PO06335,2021-11-01 01:28:44.000000,2021-11-01 01:28:44.000000,2022-02-11 10:59:38.447029,2021-11-10 01:30:25.000000,2021-11-10,16500.0,1500.0,15000.0,16500.0,0.0,16500.0,AUD,1.0,Paid,purchase,Proposal – 45914,non_capital,0,LEAP Australia,Jamie Ball,Jamie Ball,OdooBot,R008 - Engineering - Mechanical,yes,0.0,Expense
412,PO04411,2020-11-12 22:41:41.000000,2020-11-12 22:41:41.000000,2022-02-11 10:59:38.447029,2020-11-17 22:45:07.000000,2020-11-17,24.76,0.0,24.76,24.76,0.0,24.76,AUD,1.0,Paid,purchase,Order Already Submitted Online,non_capital,0,"JLCPCB (JiaLiChuang (HongKong) Co., Limited)",Andrew Wheeler,Jamie Ball,OdooBot,C004 - NPI,yes,0.0,Not Specified
26,PO04025,2020-07-06 00:10:21.000000,2020-07-06 00:10:21.000000,2022-02-11 10:59:38.447029,2020-07-06 00:23:00.000000,2020-07-06,212.36,19.32,193.04,212.36,0.0,212.36,AUD,1.0,Paid,purchase,Buy Online,non_capital,0,AliExpress,Harry Dudley-Bestow,Jamie Ball,OdooBot,Engineering - Software,yes,,Not Specified
564,PO04563,2020-12-16 03:19:02.000000,2021-01-15 03:19:02.000000,2022-02-11 10:59:38.447029,2020-12-31 03:19:27.000000,2021-01-30,6363.5,578.5,5785.0,6363.5,0.0,6363.5,USD,1.0,Paid,purchase,,non_capital,0,AusOptic International Pty Ltd,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
72,PO04071,2020-07-13 01:33:37.000000,2020-08-12 01:33:37.000000,2022-02-11 10:59:38.447029,2020-07-31 01:34:03.000000,2020-08-30,1500.0,0.0,1500.0,1500.0,0.0,1500.0,USD,1.0,Paid,purchase,,non_capital,0,K-One Manufacturing Sdn Bhd,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
310,PO04309,2020-10-14 22:11:12.000000,2020-11-13 22:11:12.000000,2022-02-11 10:59:38.447029,2020-12-13 22:53:14.000000,2021-01-12,7454.06,677.64,6776.42,7454.06,0.0,7454.06,AUD,1.0,Paid,purchase,,non_capital,0,AusOptic International Pty Ltd,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
1683,PO05682,2021-07-20 06:18:04.000000,2021-08-19 06:18:04.000000,2022-02-11 10:59:38.447029,2021-07-20 06:22:33.000000,2021-08-19,678.03,61.65,616.38,678.03,0.0,678.03,AUD,1.0,Paid,purchase,,non_capital,0,RS Components Pty Ltd,Wai Wai Lay,Michael Chang,OdooBot,C006 - Pilot Manufacturing,yes,30.0,Expense
1962,PO05961,2021-09-08 02:28:15.000000,2021-10-08 02:28:15.000000,2022-02-11 10:59:38.447029,2021-09-10 02:30:04.000000,2021-10-10,106.01,9.64,96.37,106.01,0.0,106.01,AUD,1.0,Paid,purchase,Order online using trade account,non_capital,0,RS Components Pty Ltd,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,30.0,Expense
584,PO04583,2020-12-18 04:39:15.000000,2021-01-17 04:39:15.000000,2022-02-11 10:59:38.447029,2021-01-15 04:39:15.000000,2021-02-14,492.14,44.74,447.4,492.14,0.0,492.14,AUD,1.0,Paid,purchase,,non_capital,0,Open Wiring Systems,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
2454,PO06453,2021-11-16 00:21:32.000000,2021-11-16 00:21:32.000000,2022-02-11 10:59:38.447029,2021-11-23 00:21:32.000000,2021-11-23,120.21,10.93,109.28,120.21,0.0,120.21,AUD,1.0,Paid,purchase,Buy online,non_capital,0,Sanitiser Solutions Australia,Jamie Ball,Jamie Ball,OdooBot,A016 - People and Culture,yes,0.0,Expense
806,PO04805,2021-02-05 04:32:25.000000,2021-03-07 04:32:25.000000,2022-02-11 10:59:38.447029,2021-02-12 04:32:46.000000,2021-03-14,443.52,40.32,403.2,443.52,0.0,443.52,AUD,1.0,Paid,purchase,,non_capital,0,RS Components Pty Ltd,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
813,PO04812,2021-02-08 05:12:39.000000,2021-02-08 05:12:39.000000,2022-02-11 10:59:38.447029,2021-04-22 06:16:10.000000,2021-04-22,9350.0,850.0,8500.0,9350.0,0.0,9350.0,AUD,1.0,Paid,purchase,Quote: WEB3-270520,non_capital,0,Engineering Education Australia,Georgia Reuter,Jamie Ball,OdooBot,A016 - People and Culture,yes,0.0,Not Specified
1298,PO05297,2021-05-18 04:46:15.000000,2021-06-17 04:46:15.000000,2022-02-11 10:59:38.447029,2021-06-01 04:47:54.000000,2021-07-01,10536.0,0.0,10536.0,10536.0,0.0,10536.0,USD,1.0,Paid,purchase,,non_capital,0,"DJ MODEL & TOOLING CO.,LIMITED",Srivaths Ramkumar,Michael Chang,OdooBot,R008 - Engineering - Mechanical,yes,30.0,Not Specified
574,PO04573,2020-12-17 23:07:08.000000,2021-01-16 23:07:08.000000,2022-02-11 10:59:38.447029,2020-12-17 23:23:09.000000,2021-01-16,2060.0,0.0,2060.0,2060.0,0.0,2060.0,USD,1.0,Paid,purchase,,non_capital,0,"DJ MODEL & TOOLING CO.,LIMITED",Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
2293,PO06292,2021-10-24 23:57:42.000000,2021-11-23 23:57:42.000000,2022-02-11 10:59:38.447029,2021-11-28 23:59:04.000000,2021-12-28,5013.0,0.0,5013.0,5013.0,0.0,5013.0,USD,1.0,Paid,purchase,Quote # :1000063,capital,0,Oz Optics Ltd,Jamie Ball,Jamie Ball,OdooBot,R002 - Technology Development,yes,30.0,Expense
225,PO04224,2020-09-10 23:20:39.000000,2020-09-10 23:20:39.000000,2022-02-11 10:59:38.447029,2020-09-13 23:23:21.000000,2020-09-13,310.35,28.21,282.14,310.35,0.0,310.35,AUD,1.0,Paid,purchase,Buy Online,non_capital,0,Star Hygiene,Jamie Ball,Jamie Ball,OdooBot,A016 - People and Culture,yes,,Not Specified
891,PO04890,2021-02-24 22:48:37.000000,2021-03-26 22:48:37.000000,2022-02-11 10:59:38.447029,2021-03-03 22:49:28.000000,2021-04-02,979.0,89.0,890.0,979.0,0.0,979.0,AUD,1.0,Paid,purchase,QU-1950,non_capital,0,ECP Engineering,Ryan Barnes,Jamie Ball,OdooBot,R002 - Technology Development,yes,30.0,Not Specified
1419,PO05418,2021-06-11 03:34:42.000000,2021-07-11 03:34:42.000000,2022-02-11 10:59:38.447029,2021-07-02 03:34:42.000000,2021-08-01,1904.54,173.14,1731.4,1904.54,0.0,1904.54,AUD,1.0,Paid,purchase,,non_capital,0,AusOptic International Pty Ltd,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
2619,PO06618,2021-12-06 03:32:15.000000,2021-12-06 03:32:15.000000,2022-04-04 02:27:12.240261,2022-03-04 03:33:00.000000,2022-03-04,55000.0,5000.0,50000.0,55000.0,0.0,55000.0,AUD,1.0,Paid,purchase,INV BARA2104_01,non_capital,0,Chisel Productions Pty Ltd,Jamie Ball,Jamie Ball,Jamie Ball,A010 - Marketing,yes,0.0,Expense
1790,PO05789,2021-08-05 00:04:39.000000,2021-09-04 00:04:39.000000,2022-02-11 10:59:38.447029,2021-08-05 04:16:48.000000,2021-09-04,723.8,65.8,658.0,723.8,0.0,723.8,AUD,1.0,Paid,purchase,,non_capital,0,AusOptic International Pty Ltd,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Inventor
1802,PO05801,2021-08-09 04:09:19.000000,2021-08-09 04:09:19.000000,2022-02-11 10:59:38.447029,2021-08-23 04:11:37.000000,2021-08-23,144.65,0.0,144.65,144.65,0.0,144.65,USD,1.0,Paid,purchase,Buy online,non_capital,0,"Monolithic Power Systems, Inc.",Kaushalya Satharasinghe,Jamie Ball,OdooBot,R014 - Engineering - Electronics,yes,0.0,Expense
2558,PO06557,2021-11-29 00:04:22.000000,2021-12-29 00:04:22.000000,2022-02-11 10:59:38.447029,2021-12-06 00:04:22.000000,2022-01-05,72.87,6.62,66.25,72.87,0.0,72.87,AUD,1.0,Paid,purchase,,non_capital,0,Digi-Key Electronics,Gordon Ding,Gordon Ding,OdooBot,C006 - Pilot Manufacturing,yes,30.0,Inventor
2064,PO06063,2021-09-26 22:22:43.000000,2021-10-26 22:22:43.000000,2022-02-11 10:59:38.447029,2021-09-26 22:23:05.000000,2021-10-26,39.98,3.63,36.35,39.98,0.0,39.98,AUD,1.0,Paid,purchase,Order online using trade account,non_capital,0,Officeworks Ltd.,Jamie Ball,Jamie Ball,OdooBot,R002 - Technology Development,yes,30.0,Expense
1292,PO05291,2021-05-17 01:01:06.000000,2021-06-16 01:01:06.000000,2022-02-11 10:59:38.447029,2021-05-24 01:02:26.000000,2021-06-23,50154.0,0.0,50154.0,50154.0,0.0,50154.0,USD,1.0,Paid,purchase,Quotation no. 33246,non_capital,0,Ibsen Photonics A/S,Duncan Ross,Jamie Ball,OdooBot,Engineering - Software,yes,30.0,Not Specified
533,PO04532,2020-12-10 03:24:43.000000,2021-01-09 03:24:43.000000,2022-02-11 10:59:38.447029,2020-12-31 03:24:43.000000,2021-01-30,6200.0,0.0,6200.0,6200.0,0.0,6200.0,USD,1.0,Paid,purchase,,non_capital,0,"Fuzhou Photop Optics Co., Ltd",Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
915,PO04914,2021-03-01 03:36:19.000000,2021-03-31 03:36:19.000000,2022-02-11 10:59:38.447029,2021-04-30 00:20:03.000000,2021-05-30,3608.0,328.0,3280.0,3608.0,0.0,3608.0,AUD,1.0,Paid,purchase,,non_capital,0,Diamond Optics Pty Ltd,Michael Newman,Michael Chang,OdooBot,C004 - NPI,yes,30.0,Not Specified
207,PO04206,2020-09-01 05:50:59.000000,2020-09-01 05:50:59.000000,2022-02-11 10:59:38.447029,2020-09-04 05:52:32.000000,2020-09-04,1045.0,95.0,950.0,1045.0,0.0,1045.0,AUD,1.0,Paid,purchase,Proposal 17/03/2020,non_capital,0,MJ Pest Management,Raja Ewart,Jamie Ball,OdooBot,A016 - People and Culture,yes,0.0,Not Specified
871,PO04870,2021-02-19 02:52:18.000000,2021-02-19 02:52:18.000000,2022-02-11 10:59:38.447029,2021-02-26 02:59:09.000000,2021-02-26,58.0,0.0,58.0,58.0,0.0,58.0,USD,1.0,Paid,purchase,Buy online,non_capital,0,PCBWay,Dominic Chan,Jamie Ball,OdooBot,R014 - Engineering - Electronics,yes,0.0,Not Specified
1996,PO05995,2021-09-14 23:08:57.000000,2021-10-14 23:08:57.000000,2022-02-11 10:59:38.447029,2021-09-16 23:10:27.000000,2021-10-16,52.72,4.8,47.92,52.73,-0.01,52.73,AUD,1.0,Paid,purchase,Order online using trade account,non_capital,0,RS Components Pty Ltd,Chris Hanton,Jamie Ball,OdooBot,R008 - Engineering - Mechanical,yes,30.0,Expense
2042,PO06041,2021-09-22 01:17:54.000000,2021-10-22 01:17:54.000000,2022-02-11 10:59:38.447029,2021-09-29 01:18:50.000000,2021-10-29,167.0,15.18,151.82,180.75,-13.75,180.75,AUD,1.0,Paid,purchase,,non_capital,0,Mektronics Australia Pty Ltd,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,30.0,Expense
1909,PO05908,2021-08-30 02:20:28.000000,2021-08-30 02:20:28.000000,2022-02-11 10:59:38.447029,2021-09-06 02:21:15.000000,2021-09-06,1017.5,92.5,925.0,1017.5,0.0,1017.5,AUD,1.0,Paid,purchase,Quote No. BAR310721,capital,0,Identity People,Raja Ewart,Jamie Ball,OdooBot,A016 - People and Culture,yes,0.0,Expense
1080,PO05079,2021-04-01 02:14:51.000000,2021-05-01 02:14:51.000000,2022-02-11 10:59:38.447029,2021-04-15 23:48:11.000000,2021-05-15,472.38,42.95,429.43,472.38,0.0,472.38,AUD,1.0,Paid,purchase,,non_capital,0,Micro Fasteners Pty Ltd,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
867,PO04866,2021-02-18 22:10:38.000000,2021-03-20 22:10:38.000000,2022-02-11 10:59:38.447029,2021-02-21 22:11:14.000000,2021-03-23,215.15,19.55,195.6,213.38,1.77,213.38,AUD,1.0,Not Paid,purchase,Order online using trade account,non_capital,0,RS Components Pty Ltd,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,30.0,Not Specified
2399,PO06398,2021-11-09 04:25:54.000000,2021-12-09 04:25:54.000000,2022-02-11 10:59:38.447029,2021-11-09 04:35:37.000000,2021-12-09,481.14,43.74,437.4,437.48,43.66,437.48,AUD,1.0,Not Paid,purchase,,non_capital,0,Digi-Key Electronics,Gordon Ding,Gordon Ding,OdooBot,C006 - Pilot Manufacturing,yes,30.0,Expense
392,PO04391,2020-11-04 23:23:33.000000,2020-11-04 23:23:33.000000,2022-02-11 10:59:38.447029,2020-11-11 23:24:09.000000,2020-11-11,18.9,1.72,17.18,18.9,0.0,18.9,AUD,1.0,Paid,purchase,Buy Online,non_capital,0,Little Bird Electronics,Harry Dudley-Bestow,Jamie Ball,OdooBot,Engineering - Software,yes,0.0,Not Specified
760,PO04759,2021-02-02 00:32:07.000000,2021-02-02 00:32:07.000000,2022-02-11 10:59:38.447029,2021-02-16 00:32:07.000000,2021-02-16,0.0,0.0,0.0,,0.0,,AUD,,Paid,purchase,,non_capital,0,3D Markforge Printing (Internal),Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,no,,Not Specified
475,PO04474,2020-11-30 01:49:39.000000,2020-12-30 01:49:39.000000,2022-02-11 10:59:38.447029,2020-12-11 01:51:12.000000,2021-01-10,3210.0,0.0,3210.0,3210.0,0.0,3210.0,USD,1.0,Paid,purchase,,non_capital,0,Gorilla Circuits,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
1500,PO05499,2021-06-23 00:49:27.000000,2021-07-23 00:49:27.000000,2022-02-11 10:59:38.447029,2021-07-01 00:50:42.000000,2021-07-31,78.72,0.0,78.72,79.77,-1.05,79.77,AUD,1.0,Paid,purchase,Order online using trade account,non_capital,0,Digi-Key Electronics,Dominic Chan,Jamie Ball,OdooBot,R014 - Engineering - Electronics,yes,30.0,Not Specified
671,PO04670,2021-01-19 04:13:29.000000,2021-01-19 04:13:29.000000,2022-02-11 10:59:38.447029,2021-02-01 04:15:37.000000,2021-02-01,484.89,0.0,484.89,484.89,0.0,484.89,USD,1.0,Paid,purchase,Buy online,non_capital,0,Markforged,Chris Hanton,Jamie Ball,OdooBot,R008 - Engineering - Mechanical,yes,0.0,Not Specified
912,PO04911,2021-03-01 01:27:51.000000,2021-03-01 01:27:51.000000,2022-02-11 10:59:38.447029,2021-03-02 01:30:40.000000,2021-03-02,3594.0,0.0,3594.0,3594.0,0.0,3594.0,USD,1.0,Paid,purchase,Buy online,non_capital,0,JKI,Leigh Pigram,Jamie Ball,OdooBot,A012 - Information Technology,yes,0.0,Not Specified
1478,PO05477,2021-06-21 06:26:00.000000,2021-07-21 06:26:00.000000,2022-02-11 10:59:38.447029,2021-07-30 06:26:00.000000,2021-08-29,1575.0,0.0,1575.0,1575.0,0.0,1575.0,USD,1.0,Paid,purchase,,non_capital,0,"FUJIAN FRAN OPTICS CO., LTD ",Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
1964,PO05963,2021-09-08 03:44:13.000000,2021-09-08 03:44:13.000000,2022-02-11 10:59:38.447029,2021-09-08 03:52:39.000000,2021-09-08,753.9,0.0,753.9,753.9,0.0,753.9,USD,1.0,Paid,purchase,,non_capital,0,Chip 1 Stop,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,0.0,Expense
938,PO04937,2021-03-03 23:43:34.000000,2021-03-03 23:43:34.000000,2022-02-11 10:59:38.447029,2021-03-08 23:47:17.000000,2021-03-08,29.49,2.68,26.81,29.49,0.0,29.49,AUD,1.0,Paid,purchase,Buy online,non_capital,0,Spotlight,Ryan Barnes,Jamie Ball,OdooBot,R002 - Technology Development,yes,0.0,Not Specified
190,PO04189,2020-08-20 01:19:38.000000,2020-09-19 01:19:38.000000,2022-02-11 10:59:38.447029,2020-09-02 01:20:44.000000,2020-10-02,119.68,10.88,108.8,119.68,0.0,119.68,AUD,1.0,Paid,purchase,Order Online using Trade Account,non_capital,0,RS Components Pty Ltd,Jamie Ball,Jamie Ball,OdooBot,R016 - Engineering - Optical,yes,30.0,Not Specified
2870,PO06869,2022-01-27 02:11:05.000000,2022-02-26 02:11:05.000000,2022-02-23 00:44:07.312131,2022-02-03 02:12:54.000000,2022-03-05,100.86,0.0,100.86,100.86,0.0,100.86,AUD,1.0,Paid,done,Order online using trade account,,0,Digi-Key Electronics,Kieran Nolan,Jamie Ball,Anna Bui,R008 - Engineering - Mechanical,yes,30.0,Capital
554,PO04553,2020-12-15 02:56:20.000000,2020-12-15 02:56:20.000000,2022-02-11 10:59:38.447029,2020-12-21 22:28:12.000000,2020-12-21,26.08,2.3,23.78,26.08,0.0,26.08,AUD,1.0,Paid,purchase,Buy online,non_capital,0,Dr Lock,Raja Ewart,Jamie Ball,OdooBot,A016 - People and Culture,yes,0.0,Not Specified
670,PO04669,2021-01-19 03:47:54.000000,2021-02-18 03:47:54.000000,2022-02-11 10:59:38.447029,2021-01-29 03:48:58.000000,2021-02-28,2499.0,227.18,2271.82,2499.0,0.0,2499.0,AUD,1.0,Paid,purchase,Quote No.: 128500,capital,0,SCORPTEC COMPUTERS,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,30.0,Not Specified
1933,PO05932,2021-09-03 00:29:14.000000,2021-10-03 00:29:14.000000,2022-02-11 10:59:38.447029,2021-09-06 00:30:59.000000,2021-10-06,184.66,16.8,167.86,184.66,0.0,184.66,AUD,1.0,Paid,purchase,Order online using trade account,non_capital,0,RS Components Pty Ltd,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,30.0,Expense
509,PO04508,2020-12-04 04:26:10.000000,2021-01-03 04:26:10.000000,2022-02-11 10:59:38.447029,2020-12-04 04:26:36.000000,2021-01-03,170.96,15.54,155.42,170.96,0.0,170.96,AUD,1.0,Paid,purchase,Order online using trade account,non_capital,0,Element14 Pty Ltd,Matt Haines,Jamie Ball,OdooBot,R016 - Engineering - Optical,yes,30.0,Not Specified
1067,PO05066,2021-03-26 05:13:50.000000,2021-04-25 05:13:50.000000,2022-02-11 10:59:38.447029,2021-03-31 04:30:42.000000,2021-04-30,45.21,4.11,41.1,45.21,0.0,45.21,AUD,1.0,Paid,purchase,,non_capital,0,FS,Wai Wai Lay,Michael Chang,OdooBot,C006 - Pilot Manufacturing,yes,30.0,Not Specified
641,PO04640,2021-01-12 04:43:08.000000,2021-02-11 04:43:08.000000,2022-02-11 10:59:38.447029,2021-02-02 04:43:08.000000,2021-03-04,1958.88,178.08,1780.8,1958.89,-0.01,1958.89,AUD,1.0,Paid,purchase,,non_capital,0,AusOptic International Pty Ltd,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
1408,PO05407,2021-06-10 00:49:52.000000,2021-07-10 00:49:52.000000,2022-02-11 10:59:38.447029,2021-06-11 00:52:05.000000,2021-07-11,136.92,12.47,124.45,136.92,0.0,136.92,AUD,1.0,Paid,purchase,Order online using trade account,non_capital,0,RS Components Pty Ltd,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,30.0,Not Specified
2523,PO06522,2021-11-23 22:59:29.000000,2021-11-23 22:59:29.000000,2022-02-11 10:59:38.447029,2021-11-30 22:59:52.000000,2021-11-30,1116.87,101.54,1015.33,1116.87,0.0,1116.87,AUD,1.0,Paid,purchase,Buy online,capital,0,AIMS Industrial Supplies,Campbell Carney,Jamie Ball,OdooBot,R008 - Engineering - Mechanical,yes,0.0,Expense
1485,PO05484,2021-06-22 00:57:53.000000,2021-06-22 00:57:53.000000,2022-02-11 10:59:38.447029,2021-06-24 00:58:53.000000,2021-06-24,200.0,18.19,181.81,200.0,0.0,200.0,AUD,1.0,Paid,purchase,Buy online,non_capital,0,Bunnings Group Limited,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,0.0,Not Specified
2059,PO06058,2021-09-23 22:45:55.000000,2021-10-23 22:45:55.000000,2022-02-11 10:59:38.447029,2021-09-30 22:46:33.000000,2021-10-30,519.0,47.18,471.82,519.0,0.0,519.0,AUD,1.0,Paid,purchase,Quote No.: 144783,capital,0,SCORPTEC COMPUTERS,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,30.0,Expense
2300,PO06299,2021-10-25 04:34:31.000000,2021-11-24 04:34:31.000000,2022-02-11 10:59:38.447029,2021-10-27 04:34:53.000000,2021-11-26,125.82,11.44,114.38,125.82,0.0,125.82,AUD,1.0,Paid,purchase,Order online using trade account,non_capital,0,RS Components Pty Ltd,Tim Affleck,Jamie Ball,OdooBot,R008 - Engineering - Mechanical,yes,30.0,Expense
2115,PO06114,2021-09-30 23:10:46.000000,2021-09-30 23:10:46.000000,2022-02-11 10:59:38.447029,2021-10-07 22:12:24.000000,2021-10-07,33.58,3.06,30.52,33.58,0.0,33.58,AUD,1.0,Paid,purchase,Buy online,non_capital,0,The Fastener Factory (AKA Hardware Bargains),Arjun Abayasingam,Jamie Ball,OdooBot,R002 - Technology Development,yes,0.0,Expense
3218,PO07217,2022-04-08 02:56:30.000000,2022-04-08 02:56:30.000000,2022-05-03 05:51:53.112121,2022-05-30 02:57:11.000000,2022-05-30,70.69,0.0,70.69,70.69,0.0,70.69,AUD,1.0,Paid,done,Buy online,,0,Amazon (Online for PO's),Mathieu Nicolas,Jamie Ball,Michael Chang,C008 - Operations,yes,0.0,Expense
728,PO04727,2021-01-27 23:29:20.000000,2021-02-26 23:29:20.000000,2022-02-11 10:59:38.447029,2021-02-14 23:30:20.000000,2021-03-16,9884.5,898.6,8985.9,9884.5,0.0,9884.5,AUD,1.0,Paid,purchase,Quote No.: 128962,non_capital,0,SCORPTEC COMPUTERS,Leigh Pigram,Jamie Ball,OdooBot,A012 - Information Technology,yes,30.0,Not Specified
2928,PO06927,2022-02-07 04:05:10.000000,2022-02-07 04:05:10.000000,2022-05-18 01:42:37.524751,2022-02-14 04:06:00.000000,2022-02-14,200.5,17.23,183.27,199.4,1.1,199.4,AUD,1.0,Not Paid,done,Buy online,,0,Altronics,Tim Affleck,Jamie Ball,Anna Bui,C004 - NPI,yes,0.0,Expense
1501,PO05500,2021-06-23 01:51:09.000000,2021-07-23 01:51:09.000000,2022-02-11 10:59:38.447029,2021-06-23 01:51:09.000000,2021-07-23,560.78,50.98,509.8,560.78,0.0,560.78,AUD,1.0,Paid,purchase,,non_capital,0,Mektronics Australia Pty Ltd,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,30.0,Not Specified
2520,PO06519,2021-11-23 03:57:28.000000,2021-12-23 03:57:28.000000,2022-03-09 03:06:19.808312,2021-12-28 03:57:28.000000,2022-01-27,1988.0,0.0,1988.0,1988.0,0.0,1988.0,USD,1.0,Paid,purchase,Quote #211112BRJ,non_capital,0,Zhongshan Meisu Technology Co Ltd,Fernando Diaz,Jamie Ball,Nikki Tang,R002 - Technology Development,yes,30.0,Expense
2071,PO06070,2021-09-27 04:18:17.000000,2021-09-27 04:18:17.000000,2022-02-11 10:59:38.447029,2021-10-08 03:18:34.000000,2021-10-08,988.52,0.0,988.52,988.52,0.0,988.52,USD,1.0,Paid,purchase,,non_capital,0,SAMTEC ASIA PACIFIC PTE LTD,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,0.0,Expense
2821,PO06820,2022-01-14 04:23:58.000000,2022-02-13 04:23:58.000000,2022-02-16 00:52:47.882377,2022-01-16 23:43:32.000000,2022-02-15,29.94,2.72,27.22,29.94,0.0,29.94,AUD,1.0,Paid,done,buy online,,0,Officeworks Ltd.,Sylvia Cen,Gordon Ding,Matthew Howell,C004 - NPI,yes,30.0,Expense
698,PO04697,2021-01-21 23:44:50.000000,2021-02-20 23:44:50.000000,2022-02-11 10:59:38.447029,2021-01-28 23:45:15.000000,2021-02-27,36.58,3.33,33.25,36.58,0.0,36.58,AUD,1.0,Paid,purchase,,non_capital,0,Element14 Pty Ltd,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
2814,PO06813,2022-01-13 21:38:06.000000,2022-01-13 21:38:06.000000,2022-04-08 01:58:15.903898,2022-01-20 21:46:18.000000,2022-01-20,148.68,15.02,133.66,148.68,0.0,148.68,AUD,1.0,Paid,done,Buy online,,0,Bolt & Nut Australia,Jake Hilder,Jamie Ball,Anna Bui,R008 - Engineering - Mechanical,yes,0.0,Capital
3338,PO07337,2022-05-15 23:22:26.000000,2022-05-15 23:22:26.000000,2022-05-29 22:44:20.408299,2022-05-22 23:24:17.000000,2022-05-22,47.5,4.32,43.18,,47.5,,AUD,,Not Paid,done,,,0,KF Plastics Pty Ltd,Mark Kho,Jamie Ball,Jamie Ball,C004 - NPI,yes,0.0,Expense
2853,PO06852,2022-01-20 04:20:12.000000,2022-02-19 04:20:12.000000,2022-02-23 00:44:07.312131,2022-01-21 04:20:12.000000,2022-02-20,210.2,19.11,191.09,210.2,0.0,210.2,AUD,1.0,Paid,done,Order online using trade account,,0,RS Components Pty Ltd,Tim Affleck,Jamie Ball,Anna Bui,C004 - NPI,yes,30.0,Expense
1201,PO05200,2021-04-28 04:20:08.000000,2021-04-28 04:20:08.000000,2022-02-11 10:59:38.447029,2021-05-05 04:20:34.000000,2021-05-05,165.0,15.0,150.0,165.0,0.0,165.0,AUD,1.0,Paid,purchase,,non_capital,0,SJDK Group Pty Ltd (T/A - Stickers n Things),Andrew Wheeler,Michael Chang,OdooBot,C004 - NPI,yes,0.0,Not Specified
1196,PO05195,2021-04-27 01:51:08.000000,2021-05-27 01:51:08.000000,2022-02-11 10:59:38.447029,2021-05-04 01:51:23.000000,2021-06-03,443.96,40.36,403.6,443.96,0.0,443.96,AUD,1.0,Paid,purchase,,non_capital,0,Open Wiring Systems,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
